stateName,stateCode,district,name,officeName,officeAddress,phone,fax
Arkansas,AR,2,French Hill,Conway Office,"1105 Deer Street, Suite 12, Conway, AR 72032",5013583481,5013583494
Arkansas,AR,2,French Hill,Little Rock Office,"1501 N. University Ave., Suite 150, Little Rock, AR 72207",5013245941,5013246029
Arkansas,AR,3,Steve Womack,"Washington, D.C. Office","1119 Longworth House Office Building, Washington, DC 20515",2022254301,2022255713
Arkansas,AR,3,Steve Womack,Rogers Office,"3333 Pinnacle Hills, Suite 120, Rogers, Arkansas 72758",4794640446,4794640063
Arkansas,AR,3,Steve Womack,Harrison Office,"303 North Main Street, Suite 102, Harrison, Arkansas 72601",8707416900,8707417741
Arkansas,AR,3,Steve Womack,Fort Smith Office,"423 North 6th Street, Fort Smith, Arkansas 72902 ",4794241146,4794242737
Arkansas,AR,4,Bruce Westerman,"Washington, D.C. Office","130 Cannon House Office Building, Washington, DC 20515",2022253772,2022251314
Arkansas,AR,4,Bruce Westerman,El Dorado Office,"101 N. Washington Ave., Suite 406, El Dorado, AR 71730",8708648946,8708648958
Arkansas,AR,4,Bruce Westerman,Hot Springs Office,"101 Reserve St., Suite 200, Hot Springs, AR 71901",5016099796,5016099887
Arkansas,AR,4,Bruce Westerman,Ozark Office,"211 W. Commercial St., Ozark, AR 72949",4796670075,5016099887
Arkansas,AR,4,Bruce Westerman,Pine Bluff Office,"100 E. 8th Ave., Room 2521, Pine Bluff, AR 71601",8705368178,8705368364
California,CA,1,Doug LaMalfa,"Washington, D.C. Office","322 Cannon House Office Building, Washington, DC 20515",2022253076,
California,CA,1,Doug LaMalfa,Auburn Office,"2399 Rickenbacker Way, Auburn, CA 95602",5308785035,5308785037
California,CA,1,Doug LaMalfa,Oroville Office,"2862 Olive Highway, Suite D, Oroville, CA 95966",5305347100,5305347800
California,CA,1,Doug LaMalfa,Redding Office,"2885 Churn Creek Rd., Suite C, Redding, CA 96002",5302235898,5302235897
California,CA,2,Jared Huffman,"Washington, D.C. Office","1630 Longworth House Office Building, Washington, DC 20515",2022255161,2022255163
California,CA,2,Jared Huffman,Eureka Office,"317 Third St., Suite 1, Eureka, CA 95501",7074073585,7074073559
California,CA,2,Jared Huffman,Fort Bragg Office,"430 North Franklin St., P.O. Box 2208, Fort Bragg, CA 95437",7079620933,7079620905
California,CA,2,Jared Huffman,Petaluma Office,"206 G Street, Unit #3, Petaluma, CA 94952",7079818967,
California,CA,2,Jared Huffman,San Rafael Office,"999 Fifth Ave., Suite 290, San Rafael, CA 94901",4152589657,4152589913
California,CA,2,Jared Huffman,Ukiah Office,"559 Low Gap Road, Ukiah, California 95482",7076717449,7076717449
California,CA,3,John Garamendi,"Washington, D.C. Office","2438 Rayburn HOB, Washington, DC 20515",2022251880,2022255914
California,CA,3,John Garamendi,Davis Office,"412 G Street, Davis, CA 95616",5307535301,5307535614
California,CA,3,John Garamendi,Fairfield Office,"1261 Travis Blvd. Suite 130, Fairfield, CA 94533",7074381822,7074380523
California,CA,3,John Garamendi,Yuba City Office,"795 Plumas Street, Yuba City, CA 95991",5303298865,5307634248
California,CA,4,Tom McClintock,"Washington, D.C. Office","2331 Rayburn House Office Building, Washington, DC 20515",2022252511,2022255444
California,CA,4,Tom McClintock,Roseville Office,"2200A Douglas Blvd, Suite 240, Roseville, CA 95661",9167865560,9167866364
California,CA,5,Mike Thompson,"Washington, D.C. Office","231 Cannon Office Building, Washington, DC 20515",2022253311,2022254335
California,CA,5,Mike Thompson,Napa Office,"2721 Napa Valley Corporate Drive, Napa, CA 94558",7072269898,7072519800
California,CA,5,Mike Thompson,Santa Rosa Office,"2300 County Center Dr. Suite A100, Santa Rosa, CA 95403",7075427182,7075422745
California,CA,5,Mike Thompson,Vallejo Office,"985 Walnut Ave, Vallejo, CA 94592",7076451888,7076451870
California,CA,6,Doris O. Matsui,"Washington, D.C. Office","2311 Rayburn Building, Washington, DC, 20515-0506",2022257163,2022250566
California,CA,6,Doris O. Matsui,Sacramento Office,"Robert T. Matsui United States Courthouse, 501 I Street, Suite 12-600, Sacramento, CA",9164985600,9164446117
California,CA,7,Ami Bera,"Washington, D.C. Office","1535 Longworth House Office Building, Washington, DC 20515",2022255716,2022261298
California,CA,7,Ami Bera,Sacramento Office,"8950 Cal Center Drive, Building 3, Suite 100, Sacramento, CA 95826",9166350505,9166350514
California,CA,8,Paul Cook,"Washington, D.C. Office","1222 Longworth House Office Building, Washington, DC 20515",2022255861,
California,CA,8,Paul Cook,Apple Valley Office,"14955 Dale Evans Parkway, Apple Valley Town Hall, Apple Valley, CA 92307",7602471815,
California,CA,8,Paul Cook,Yucaipa Office,"34282 Yucaipa Boulevard, Yucaipa, CA 92399",9097974900,
California,CA,9,Jerry McNerney,"Washington, D.C. Office","2265 Rayburn House Office Building, Washington, DC 20515",2022251947,2022254060
California,CA,9,Jerry McNerney,Antioch Office,"Antioch Community Center, 4703 Lone Tree Way, Antioch, CA 94531",9257540716,9257540728
California,CA,9,Jerry McNerney,Stockton Office,"2222 Grand Canal Blvd. #7, Stockton, CA 95207",2094768552,2094768587
California,CA,10,Jeff Denham,"Washington, D.C. Office","1730 Longworth HOB, Washington, DC 20515",2022254540,2022253402
California,CA,10,Jeff Denham,Modesto Office,"4701 Sisk Road, Suite 202, Modesto, CA 95356",2095795458,2095795028
California,CA,11,Mark DeSaulnier,"Washington, D.C. Office","327 Cannon House Office Building, Washington, DC 20515",2022252095,2022255609
California,CA,11,Mark DeSaulnier,Richmond Office,"440 Civic Center Plaza, 2nd Floor, Richmond, CA 94804",5106201000,5106201005
California,CA,11,Mark DeSaulnier,Walnut Creek Office,"101 Ygnacio Valley Road, Suite #210, Walnut Creek, CA 94596",9259332660,9259332677
California,CA,12,Nancy Pelosi,"Washington, D.C. Office","233 Cannon H.O.B., Washington, DC 20515",2022254965,
California,CA,12,Nancy Pelosi,San Francisco Office,"90 7th Street, Suite 2-800, San Francisco, CA 94103",4155564862,
California,CA,13,Barbara Lee,"Washington, D.C. Office","2267 Rayburn House Office Building, Washington, DC 20515",2022252661,2022259817
California,CA,13,Barbara Lee,Oakland Office,"1301 Clay Street, Ste. 1000-N, Oakland, CA 94612",5107630370,5107636538
California,CA,14,Jackie Speier,"Washington, D.C. Office","2465 Rayburn HOB, Washington, DC 20515",2022253531,2022264183
California,CA,14,Jackie Speier,San Mateo Office,"155 Bovet Rd, Suite 780, San Mateo, CA 94402",6503420300,6503758270
California,CA,15,Eric Swalwell,"Washington, D.C. Office","129 Cannon House Office Building, Washington, DC 20515",2022255065,
California,CA,15,Eric Swalwell,Hayward Office,"1260 B Street, Suite 150, Hayward, CA 94541",5103703322,
California,CA,15,Eric Swalwell,Pleasanton Office,"5075 Hopyard Road, Suite 220, Pleasanton, CA 94588",9254605100,
California,CA,16,Jim Costa,"Washington, D.C. Office","1314 Longworth HOB, Washington, DC 20515",2022253341,
California,CA,16,Jim Costa,Fresno Office,"855 M Street, Suite 940, Fresno, CA 93721",5594951620,
California,CA,16,Jim Costa,Merced Office,"2222 M St, Suite 305, Merced, CA 95340",2093841620,
California,CA,17,Ro Khanna,"Washington, D.C. Office","513 Cannon House Office Building, Washington, DC 20515",2022252631,2022252699
California,CA,17,Ro Khanna,Santa Clara Office,"900 Lafayette Street, Suite 206, Santa Clara, CA 95050",4084362720,4084362721
California,CA,18,Anna G. Eshoo,"Washington, D.C. Office","241 Cannon Building, Washington, DC 20515",2022258104,2022258890
California,CA,18,Anna G. Eshoo,Palo Alto Office,"698 Emerson Street, Palo Alto, California 94301",6503232984,6503233498
California,CA,19,Zoe Lofgren,"Washington, D.C. Office","1401 Longworth House Office Building , Washington, DC 20515",2022253072,
California,CA,19,Zoe Lofgren,San Jose Office,"635 N. First Street, Suite B, San Jose, CA 95112",4082718700,
California,CA,20,Sam Farr,"Washington, D.C. Office","1126 Longworth HOB, Washington, D.C. 20515",2022252861,2022256791
California,CA,20,Sam Farr,Salinas Office,"100 W. Alisal Street, Salinas, CA 93901",8314242229,8314247099
California,CA,20,Sam Farr,Santa Cruz Office,"701 Ocean Street, Room 318C, Santa Cruz, CA 95060",8314291976,8314291458
California,CA,21,David Valadao,"Washington, D.C. Office","1004 Longworth House Office Bldg, Washington, D.C. 20515",2022254695,2022253196
California,CA,21,David Valadao,Hanford Office,"101 North Irwin Street, Suite 110B, Hanford, CA 93230",5595825526,5595825527
California,CA,21,David Valadao,Bakersfield Office,"2700 M Street, Suite #250B, Bakersfield, CA 93301",6618647736,
California,CA,22,Devin Nunes,"Washington, D.C. Office","Longworth House Office Building, Suite 1013, Washington, DC 20515",2022252523,2022253404
California,CA,22,Devin Nunes,Clovis Office,"264 Clovis Avenue, Suite 206, Clovis, CA 93612 ",5593235235,5593235528
California,CA,22,Devin Nunes,Visalia Office,"113 North Church Street, Suite 208, Visalia, CA 93291 ",5597333861,5597333865
California,CA,23,Kevin McCarthy,"Washington, D.C. Office","2421 Rayburn House Office Building, Washington, DC 20515",2022252915,2022252908
California,CA,23,Kevin McCarthy,Bakersfield Office,"4100 Empire Drive, Suite 150, Bakersfield, CA 93309",6613273611,6616370867
California,CA,24,Lois Capps,"Washington, D.C. Office","2231 Rayburn House Office Building, Washington, D.C. 20515",2022253601,2022255632
California,CA,24,Lois Capps,San Luis Obispo Office,"1411 Marsh Street, Suite 205, San Luis Obispo, CA 93401 ",8055468348,8055468368
California,CA,24,Lois Capps,Santa Barbara Office,"301 East Carrillo, Suite A, Santa Barbara, CA 93101",8057301710,8057309153
California,CA,25,Steve Knight,"Washington, D.C. Office","1023 Longworth House Office Building, Washington, DC 20515",2022251956,
California,CA,25,Steve Knight,Antelope Valley Office,"1008 West Avenue M-14, Suite E, Palmdale, CA 93551",6614410320,
California,CA,25,Steve Knight,Santa Clarita Valley Office,"26415 Carl Boyer Drive, Suite 220, Santa Clarita, CA 91350",6612555630,
California,CA,25,Steve Knight,Simi Valley Office,"1445 E. Los Angeles Avenue, #206, Simi Valley, CA 93065",8055817130,
California,CA,26,Julia Brownley,"Washington, D.C. Office","1019 Longworth House Office Building, Washington, DC 20515",2022255811,2022251100
California,CA,26,Julia Brownley,Oxnard Office,"300 E. Esplanade Drive, Suite 470, Oxnard, CA 93036",8053791779,8053791799
California,CA,26,Julia Brownley,Thousand Oaks Office,"223 E. Thousand Oaks Blvd., Suite 411, Thousand Oaks, CA 91360",8053791779,8053791799
California,CA,27,Judy Chu,"Washington, D.C. Office","2423 Rayburn HOB, Washington, DC 20515",2022255464,2022255467
California,CA,27,Judy Chu,Claremont Office,"415 W. Foothill Blvd, Ste 122, Claremont, CA 91711",9096255394,9093990198
California,CA,27,Judy Chu,Pasadena Office,"527 S. Lake Ave, Suite 106, Pasadena, CA 91101",6263040110,6263040132
California,CA,28,Adam Schiff,"Washington, D.C. Office","2411 Rayburn House, Office Building, Washington, DC 20515",2022254176,2022255828
California,CA,28,Adam Schiff,Burbank Office,"245 E. Olive Avenue, #200, Burbank, California 91502",8184502900,8184502928
California,CA,28,Adam Schiff,Hollywood Office,"5500 Hollywood Blvd, Suite #416, Los Angeles, CA 90028",3233155555,
California,CA,29,Tony Cardenas,"Washington, D.C. Office","1510 Longworth House Office Building, Washington, DC 20515",2022256131,2022250819
California,CA,29,Tony Cardenas,Panorama City Office,"8134 Van Nuys Blvd., Suite 206, Panorama City, CA 91402",8187817407,8187817462
California,CA,30,Brad Sherman,"Washington, D.C. Office","2242 Rayburn HOB, Washington, DC 20515",2022255911,2022255879
California,CA,30,Brad Sherman,Sherman Oaks Office,"5000 Van Nuys Blvd, Suite 420, Sherman Oaks, CA 91403",8185019200,8185011554
California,CA,31,Pete Aguilar,"Washington, D.C. Office","1223 Longworth House Office Building, Washington, DC 20515",2022253201,2022266962
California,CA,31,Pete Aguilar,San Bernardino Office,"685 E. Carnegie Drive, Suite 100, San Bernardino, CA 92408",9098904445,9098909643
California,CA,32,Grace Napolitano,"Washington, D.C. Office","1610 Longworth, Washington, DC 20515",2022255256,2022250027
California,CA,32,Grace Napolitano,El Monte Office,"4401 Santa Anita Ave, Suite 201, El Monte, CA 91731",6263500150,6263500450
California,CA,33,Ted Lieu,"Washington, D.C. Office","415 Cannon House Office Building, Washington, DC 20515",2022253976,
California,CA,33,Ted Lieu,Los Angeles Office,"5055 Wilshire Boulevard, Suite 310, Los Angeles, CA 90036",3236511040,
California,CA,33,Ted Lieu,Manhattan Beach Office,"1600 Rosecrans Avenue, 4th Floor, Manhattan Beach, CA 90266",3103217664,
California,CA,34,Xavier Becerra,"Washington, D.C. Office","1226 Longworth HOB, Washington, D.C. 20515",2022256235,
California,CA,34,Xavier Becerra,Los Angeles Office,"350 South Bixel Street, Suite 120, Los Angeles, CA 90017",2134811425,
California,CA,35,Norma Torres,"Washington, D.C. Office","516 Cannon House Office Building, Washington, DC 20515",2022256161,2022258671
California,CA,35,Norma Torres,Ontario Office,"3200 Inland Empire Blvd., Suite 200B, Ontario, CA 91764",9094816474,9099411362
California,CA,36,Raul Ruiz,"Washington, D.C. Office","1319 Longworth HOB, Washington, DC 20515",2022255330,2022251238
California,CA,36,Raul Ruiz,Hemet Office,"445 East Florida Ave - 2nd Floor, Hemet, CA 92543",9517652304,9517653784
California,CA,36,Raul Ruiz,Palm Desert Office,"43875 Washington Street, Suite F, Palm Desert, CA 92211",7604248888,7604248993
California,CA,37,Karen Bass,"Washington, D.C. Office","408 Cannon HOB, Washington, DC 20515",2022257084,2022252422
California,CA,37,Karen Bass,Los Angeles Office,"4929 Wilshire Blvd, Suite 650, Los Angeles, CA , CA 90010",3239651422,3239651113
California,CA,38,Linda SÃ¡nchez,"Washington, D.C. Office","2329 Rayburn HOB, Washington, DC 20515",2022256676,2022261012
California,CA,38,Linda SÃ¡nchez,Norwalk Office,"12440 E. Imperial Hwy., Ste.140, Norwalk, CA 90650",5628605050,5629242914
California,CA,39,Ed Royce,"Washington, D.C. Office","2310 Rayburn House Office Building, Washington, DC 20515",2022254111,2022260335
California,CA,39,Ed Royce,Brea Office,"210 W Birch Street , Suite 201, Brea, CA 92821",7142550101,7142550109
California,CA,39,Ed Royce,Los Angeles County Office,"1380 S. Fullerton Road #205, Rowland Heights, CA 91748",6269645123,6268103891
California,CA,40,Lucille Roybal-Allard,"Washington, D.C. Office","2330 Rayburn House Office Building, Washington, DC 20515",2022251766,2022260350
California,CA,40,Lucille Roybal-Allard,Commerce Office,"500 Citadel Drive, Suite 320 Commerce, CA 90040",3237218790,3237218789
California,CA,41,Mark Takano,"Washington, D.C. Office","1507 Longworth House Office Bldg., Washington, DC 20515 ",2022252305,2022257018
California,CA,41,Mark Takano,Riverside Office,"3403 10th Street, Suite 610, Riverside, CA 92501 ",9512220203,9512220217
California,CA,42,Ken Calvert,"Washington, D.C. Office","2205 Rayburn Building, Washington, DC 20515",2022251986,2022252004
California,CA,42,Ken Calvert,Corona Office,"4160 Temescal Canyon Rd., Ste 214, Corona, CA 92883",9512770042,9512770420
California,CA,43,Maxine Waters,"Washington, D.C. Office","2221 Rayburn House Office Building, Washington, DC 20515",2022252201,2022257854
California,CA,43,Maxine Waters,Los Angeles Office,"10124 South Broadway, Suite 1, Los Angeles, CA 90003",3237578900,3237579506
California,CA,44,Nanette BarragÃ¡n,"Washington, DC Office","1320 Longworth House Office Building, Washington, DC 20515",2022258220,
California,CA,44,Nanette BarragÃ¡n,San Pedro Office,"302 Fifth St, San Pedro, CA 90731",,
California,CA,44,Nanette BarragÃ¡n,South Gate Office,"8650 California Ave, South Gate, CA 90280",3235639562,
California,CA,45,Mimi Walters,"Washington, D.C. Office","236 Cannon House Office Building, Washington, DC 20515",2022255611,2022259177
California,CA,45,Mimi Walters,Irvine Office,"3333 Michelson Drive Suite 230, Irvine, CA 92612",9492638703,9492638704
California,CA,46,Lou Correa,"Washington, DC Office","1039 Longworth House Office Building, Washington, DC 20515",2022252965,
California,CA,46,Lou Correa,Santa Ana Office,"Pending, Santa Ana, CA 92706",7146210102,
California,CA,47,Alan Lowenthal,"Washington, D.C. Office","108 Cannon HOB, Washington, DC 20515",2022257924,2022257926
California,CA,47,Alan Lowenthal,Long Beach Office,"100 W. Broadway, West Tower Suite 600, Long Beach, CA 90802",5624363828,5624376434
California,CA,48,Dana Rohrabacher,"Washington, D.C. Office","2300 Rayburn HOB, Washington, DC 20515",2022252415,
California,CA,48,Dana Rohrabacher,Huntington Beach Office,"101 Main Street, Suite 380, Huntington Beach, CA 92648",7149606483,
California,CA,49,Darell Issa,"Washington, D.C. Office","2269 Rayburn House Office Building, Washington, DC 20515 ",2022253906,2022253303
California,CA,49,Darell Issa,Vista Office,"1800 Thibodo Road, #310 Vista, CA 92081 ",7605995000,7605991178
California,CA,49,Darell Issa,Dana Point Office,"33282 Golden Lantern, Ste 102 Dana Point, CA 92629",9492812449,
California,CA,50,Duncan D. Hunter,"Washington, D.C. Office","2429 Rayburn HOB, Washington, DC 20515",2022255672,2022250235
California,CA,50,Duncan D. Hunter,El Cajon Office,"1611 N. Magnolia Ave., Ste 310, El Cajon, CA 92020",6194485201,6194492251
California,CA,50,Duncan D. Hunter,Temecula Office,"41000 Main St., Temecula, CA 92590",9516955108,
California,CA,51,Juan Vargas,"Washington, D.C. Office","1605 Longworth House Office Building, Washington, DC 20515",2022258045,2022252772
California,CA,51,Juan Vargas,Imperial County Office,"380 North 8th Street, Suite 14, El Centro, CA 92243",7603129900,7603129664
California,CA,51,Juan Vargas,San Diego County Office,"333 F Street, Suite A, Chula Vista, CA 91910",6194225963,6194227290
California,CA,52,Scott Peters,"Washington, D.C. Office","1122 Longworth House Office Building, Washington, DC 20515",2022250508,
California,CA,52,Scott Peters,San Diego Office,"4350 Executive Drive, Suite 105, San Diego, CA 92121",8584555550,
California,CA,53,Susan Davis,"Washington, D.C. Office","1214 Longworth House Office Building, Washington, DC 20515",2022252040,2022252948
California,CA,53,Susan Davis,San Diego Office,"2700 Adams Avenue, Suite 102, San Diego, CA 92116",6192805353,6192805311
Colorado,CO,1,Diana DeGette,"Washington, D.C. Office","2368 Rayburn House Office Building, Washington, DC 20515",2022254431,2022255657
Colorado,CO,1,Diana DeGette,Denver Office,"600 Grant Street, Suite 202, Denver, CO 80203",3038444988,3038444996
Colorado,CO,2,Jared Polis,"Washington, D.C. Office","1433 Longworth House Office Building, Washington, D.C. 20515",2022252161,2022267840
Colorado,CO,2,Jared Polis,Fort Collins Office,"1220 S. College Ave., Fort Collins, CO 80525",9702261239,
Colorado,CO,2,Jared Polis,Boulder Office,"1644 Walnut St., Boulder, CO 80302",3034849596,3035689007
Colorado,CO,2,Jared Polis,Frisco Office,"P.O Box 1453, Frisco, CO 80443",9704097301,
Colorado,CO,3,Scott Tipton,"Washington, D.C. Office","218 Cannon HOB, Washington, DC 20515",2022254761,2022269669
Colorado,CO,3,Scott Tipton,Durango Office,"835 E. Second Avenue, Suite 230, Durango, CO 81301",9702591490,9702591563
Colorado,CO,3,Scott Tipton,Pueblo Office,"503 N. Main Street, Suite 658, Pueblo, CO 81003",7195421073,7195421127
Colorado,CO,3,Scott Tipton,Alamosa Office,"609 Main St., #105 Box 11, Alamosa, CO 81101",7195875105,7195875137
Colorado,CO,3,Scott Tipton,Grand Junction Office,"225 North 5th St., Suite 702, Grand Junction, CO 81501",9702412499,9702413053
Colorado,CO,4,Ken Buck,"Washington, D.C. Office","416 Cannon House Office Building, Washington, DC 20515",2022254676,2022255870
Colorado,CO,4,Ken Buck,Castle Rock Office,"900 Castleton Rd., Suite 112, Castle Rock, CO 80109",7206399165,
Colorado,CO,4,Ken Buck,Greeley Office,"1023 39th Ave, Unit B, Greeley, CO 80634",9707022136,9707022951
Colorado,CO,5,Doug Lamborn,"Washington, D.C. Office","2402 Rayburn HOB, Washington, DC 20515",2022254422,2022262638
Colorado,CO,5,Doug Lamborn,Colorado Springs Office,"1125 Kelly Johnson Blvd. Suite 330, Colorado Springs, CO 80920",7195200055,7195200840
